movie_id,imdb_id,title,year,genre,imdb_rating,imdb_url,poster
5297,tt0266391,The Cat's Meow,2001,"Drama, Romance",6.4,https://www.imdb.com/title/tt0266391/,https://m.media-amazon.com/images/M/MV5BZDc5YWRjZjktNWY0OC00ZTBkLThhMjQtY2QyYzdlM2Y5Y2ZkXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg
5298,tt0219822,Human Nature,2001,"Comedy, Drama",6.4,https://www.imdb.com/title/tt0219822/,https://m.media-amazon.com/images/M/MV5BMTQyODUwNDI2NV5BMl5BanBnXkFtZTcwNzEyMjcyMQ@@._V1_SX300.jpg
5299,tt0259446,My Big Fat Greek Wedding,2002,"Comedy, Drama, Romance",6.6,https://www.imdb.com/title/tt0259446/,https://m.media-amazon.com/images/M/MV5BNzcwOWU4NGEtYjUyMy00MDNlLThiN2MtYzFlMjk4Y2FhNjlmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg
5300,tt0050086,3:10 to Yuma,1957,"Drama, Thriller, Western",7.6,https://www.imdb.com/title/tt0050086/,https://m.media-amazon.com/images/M/MV5BMGNjMzJjOWUtODQzYy00ZGExLThkYjMtZWUwYWQzNjMwOGMzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
5303,tt0099892,Joe Versus the Volcano,1990,"Comedy, Romance",5.8,https://www.imdb.com/title/tt0099892/,https://m.media-amazon.com/images/M/MV5BYWViOTc3M2ItZDI5Yy00OGMwLWEyYzMtNGY5NDBhMTkyZDkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5304,tt0038890,"Rome, Open City",1945,"Drama, Thriller, War",8.1,https://www.imdb.com/title/tt0038890/,https://m.media-amazon.com/images/M/MV5BNGI0MmY1NTMtMTFmZS00Y2NkLTgyZDktMTFkNDZlOTc4YWU3XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg
5307,tt0103035,Taking Care of Business,1990,Comedy,6.4,https://www.imdb.com/title/tt0103035/,https://m.media-amazon.com/images/M/MV5BNTRjZGQ4ODctNmU4ZC00Y2RjLTkwMGMtMjNkY2JjYWM1MTc4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
5308,tt0094137,3 Men and a Baby,1987,"Comedy, Drama, Family",5.9,https://www.imdb.com/title/tt0094137/,https://m.media-amazon.com/images/M/MV5BMjRkNjMyNWUtMjNjYi00M2FkLTk2ZDYtYjVkMGRmZjY2MzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5309,tt0098966,3 Men and a Little Lady,1990,"Comedy, Drama, Family, Romance",5.3,https://www.imdb.com/title/tt0098966/,https://m.media-amazon.com/images/M/MV5BOGY3NDAzOTMtMjdmZC00ZGExLWJmZWQtYTNiZTYwZDQxMmViXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg
5311,tt0081738,The Watcher in the Woods,1980,"Family, Horror, Mystery",6.4,https://www.imdb.com/title/tt0081738/,https://m.media-amazon.com/images/M/MV5BNjZmZDIzOTktMGNkMi00ZTIwLWFlMTAtNDIzYjY3YWQ3N2UwXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_SX300.jpg
5312,tt0264935,Murder by Numbers,2002,"Crime, Mystery, Thriller",6.1,https://www.imdb.com/title/tt0264935/,https://m.media-amazon.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1_SX300.jpg
5313,tt0277296,The Scorpion King,2002,"Action, Adventure, Fantasy, Thriller",5.5,https://www.imdb.com/title/tt0277296/,https://m.media-amazon.com/images/M/MV5BMjkxNTAwNTQ0M15BMl5BanBnXkFtZTYwMTQwMjM3._V1_SX300.jpg
5316,tt0157583,Enigma,2001,"Drama, Mystery, Romance, Thriller, War",6.4,https://www.imdb.com/title/tt0157583/,https://m.media-amazon.com/images/M/MV5BNTI5ODU3N2UtM2QzNS00NjM1LWExNzMtNjgzYWQ5MWNkYTJmXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg
5319,tt0247586,Nine Queens,2000,"Crime, Drama, Thriller",7.9,https://www.imdb.com/title/tt0247586/,https://m.media-amazon.com/images/M/MV5BMTYxMDdlYjItMDVkYy00MjYzLThhMTYtYjIzZjZiODk1ZWRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
5321,tt0253840,The Triumph of Love,2001,"Comedy, Romance",6.0,https://www.imdb.com/title/tt0253840/,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5MzQyMzU4OF5BMl5BanBnXkFtZTcwODM1NTYxMQ@@._V1_SX300.jpg
5322,tt0262911,World Traveler,2001,Drama,5.4,https://www.imdb.com/title/tt0262911/,https://m.media-amazon.com/images/M/MV5BMTU3NzQ5NjQ0Ml5BMl5BanBnXkFtZTcwODAzNTkxMQ@@._V1_SX300.jpg
5323,tt0211443,Jason X,2001,"Action, Horror, Sci-Fi, Thriller",4.4,https://www.imdb.com/title/tt0211443/,https://m.media-amazon.com/images/M/MV5BYzc0MDllYjktYzFjZi00OTgwLWJmZWMtODlmMTVlODQyZTgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5324,tt0282687,Life or Something Like It,2002,"Comedy, Romance",5.8,https://www.imdb.com/title/tt0282687/,https://m.media-amazon.com/images/M/MV5BMTI3NjY5NTU3NV5BMl5BanBnXkFtZTYwMTcwNDU3._V1_SX300.jpg
5325,tt0275309,Dogtown and Z-Boys,2001,"Documentary, Sport",7.7,https://www.imdb.com/title/tt0275309/,https://m.media-amazon.com/images/M/MV5BMTM4NTEwMTg5M15BMl5BanBnXkFtZTcwNzQ4NTgyMQ@@._V1_SX300.jpg
5328,tt0287645,Rain,2001,"Drama, Romance",7.0,https://www.imdb.com/title/tt0287645/,https://m.media-amazon.com/images/M/MV5BYWY1NGViODAtY2IyZi00M2YyLTgzNzgtMzgwNzZhOTNjZWIyXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
5329,tt0235737,The Salton Sea,2002,"Crime, Drama, Mystery, Thriller",7.2,https://www.imdb.com/title/tt0235737/,https://m.media-amazon.com/images/M/MV5BZWM0ZjcyZmItMWUyNC00OTc1LWI2OWUtYzNmODUxYzI0NWI1XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg
5333,tt0047892,Bob le Flambeur,1956,"Crime, Drama, Thriller",7.8,https://www.imdb.com/title/tt0047892/,https://m.media-amazon.com/images/M/MV5BMTQxNTUxNzM5Ml5BMl5BanBnXkFtZTgwMDMwMDkwMzE@._V1_SX300.jpg
5334,tt0099204,Cadillac Man,1990,"Comedy, Crime",5.6,https://www.imdb.com/title/tt0099204/,https://m.media-amazon.com/images/M/MV5BNjk0NzQyODQ0OV5BMl5BanBnXkFtZTcwNzM2NjgyNA@@._V1_SX300.jpg
5337,tt0101701,Delirious,1991,"Comedy, Fantasy",5.8,https://www.imdb.com/title/tt0101701/,https://m.media-amazon.com/images/M/MV5BMTA0NTcwMjAwMzdeQTJeQWpwZ15BbWU3MDg4MTA4MzQ@._V1_SX300.jpg
5338,tt0095186,Full Moon in Blue Water,1988,"Comedy, Drama, Romance",5.6,https://www.imdb.com/title/tt0095186/,https://ia.media-imdb.com/images/M/MV5BNzgxNTQ5MDM5NV5BMl5BanBnXkFtZTcwNTcxNjkyMQ@@._V1_SX300.jpg
5339,tt0104466,Husbands and Wives,1992,"Comedy, Drama, Romance",7.6,https://www.imdb.com/title/tt0104466/,https://m.media-amazon.com/images/M/MV5BOWIxODI3MzktYmM2Ni00ZTY2LThmZWMtYjc0MjliZTZiM2I3XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
5341,tt0071746,Lenny,1974,"Biography, Drama",7.6,https://www.imdb.com/title/tt0071746/,https://m.media-amazon.com/images/M/MV5BMzNhZjUwMmEtZDRmOS00OTYwLTlmYjgtZGFjZjFmMzI3YjBhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
5345,tt0098513,Triumph of the Spirit,1989,"Biography, Drama, History",6.9,https://www.imdb.com/title/tt0098513/,https://m.media-amazon.com/images/M/MV5BMjM3ODgwNjk2Ml5BMl5BanBnXkFtZTcwMzAxODM5NA@@._V1_SX300.jpg
5346,tt0100934,Wild Orchid,1989,"Drama, Romance",4.6,https://www.imdb.com/title/tt0100934/,https://m.media-amazon.com/images/M/MV5BZDNjOWU1ZjgtZDMxMS00MGFmLWE3ZDEtM2ZhNTU1NDQxMzZhXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
5347,tt0231448,Deuces Wild,2002,"Action, Crime, Drama",5.6,https://www.imdb.com/title/tt0231448/,https://m.media-amazon.com/images/M/MV5BOTM2MzAzMjgyMV5BMl5BanBnXkFtZTYwNzA5ODc2._V1_SX300.jpg
5348,tt0278823,Hollywood Ending,2002,"Comedy, Romance",6.6,https://www.imdb.com/title/tt0278823/,https://m.media-amazon.com/images/M/MV5BMjExNTgwMjk4NV5BMl5BanBnXkFtZTYwMDAxODM3._V1_SX300.jpg
5349,tt0145487,Spider-Man,2002,"Action, Adventure, Sci-Fi",7.3,https://www.imdb.com/title/tt0145487/,https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg
5353,tt0068326,Butterflies Are Free,1972,"Comedy, Drama, Music",7.2,https://www.imdb.com/title/tt0068326/,https://m.media-amazon.com/images/M/MV5BMzNlZjcwZjgtYzRiMS00YjFmLWFmMTItZjQwN2I1Nzk1NGJhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
5356,tt0073043,The Giant Spider Invasion,1975,"Horror, Sci-Fi",2.8,https://www.imdb.com/title/tt0073043/,https://images-na.ssl-images-amazon.com/images/M/MV5BZTRjMDk1YmItZWMwZC00YjIyLTg0ZTEtNzU4N2E3NmZkNDcwXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg
5357,tt0110157,Iron Will,1994,"Adventure, Family",6.5,https://www.imdb.com/title/tt0110157/,https://m.media-amazon.com/images/M/MV5BN2MyMzgzNjctZmU0NS00NTAyLTlmYTktZTk0YmZjMGJjYjNkXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg
5358,tt0100196,Mountains of the Moon,1990,"Adventure, Drama, History, Mystery",7.3,https://www.imdb.com/title/tt0100196/,https://m.media-amazon.com/images/M/MV5BYTAxYzE1NzUtNzE1My00MmY3LTliYTktN2QwN2I3MDUzYjNiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
5361,tt0103247,White Fang,1991,"Adventure, Drama",6.7,https://www.imdb.com/title/tt0103247/,https://m.media-amazon.com/images/M/MV5BY2VjZTkxYzYtMTQwZC00YWU1LWFlNWUtMDlhYWExMmFiY2RmXkEyXkFqcGdeQXVyNzA5MzkyOTM@._V1_SX300.jpg
5363,tt0241760,The New Guy,2002,Comedy,5.9,https://www.imdb.com/title/tt0241760/,https://m.media-amazon.com/images/M/MV5BMzg4MDljNzYtNjNmNC00OThkLWIzMGEtZDc2Y2Y4MWZkNTc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5364,tt0250797,Unfaithful,2002,"Drama, Thriller",6.7,https://www.imdb.com/title/tt0250797/,https://m.media-amazon.com/images/M/MV5BYTQzZTE2N2QtM2QwMS00ZjUwLTg4ZDEtYjJiOTMwZjYxODJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5365,tt0239234,The Lady and the Duke,2001,"Drama, History, Romance, War",7.0,https://www.imdb.com/title/tt0239234/,https://m.media-amazon.com/images/M/MV5BNmU0Y2VhNjEtMmIxMS00MzBiLTkwOTQtZWIxZWZkZDBiMTJlXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg
5372,tt0045591,Calamity Jane,1953,"Comedy, Musical, Romance",7.3,https://www.imdb.com/title/tt0045591/,https://m.media-amazon.com/images/M/MV5BMjIwMjI1OTY1NF5BMl5BanBnXkFtZTcwNjc0NTA0OQ@@._V1_SX300.jpg
5373,tt0050634,The Cranes Are Flying,1957,"Drama, Romance, War",8.3,https://www.imdb.com/title/tt0050634/,https://m.media-amazon.com/images/M/MV5BMTU4MTMzNDA4NV5BMl5BanBnXkFtZTgwMTcyMTM2MTE@._V1_SX300.jpg
5375,tt0038589,The Harvey Girls,1946,"Comedy, Musical, Western",7.1,https://www.imdb.com/title/tt0038589/,https://m.media-amazon.com/images/M/MV5BMGZkMTg3YWQtZTMyOS00MDVjLTllOTQtYjczNjFkNjNlOTcyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
5377,tt0276751,About a Boy,2002,"Comedy, Drama, Romance",7.1,https://www.imdb.com/title/tt0276751/,https://m.media-amazon.com/images/M/MV5BMTQ2Mzg4MDAzNV5BMl5BanBnXkFtZTgwMjcxNTYxMTE@._V1_SX300.jpg
5378,tt0121765,Star Wars: Episode II - Attack of the Clones,2002,"Action, Adventure, Fantasy, Sci-Fi",6.6,https://www.imdb.com/title/tt0121765/,https://m.media-amazon.com/images/M/MV5BMDAzM2M0Y2UtZjRmZi00MzVlLTg4MjEtOTE3NzU5ZDVlMTU5XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg
5379,tt0247199,The Believer,2001,Drama,7.2,https://www.imdb.com/title/tt0247199/,https://m.media-amazon.com/images/M/MV5BYTg5NjRlY2EtOGE5ZC00NzlmLTg1Y2ItMTMyMTBkYjIyZDVmXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg
5380,tt0278500,The Importance of Being Earnest,2002,"Comedy, Drama, Romance",6.9,https://www.imdb.com/title/tt0278500/,https://m.media-amazon.com/images/M/MV5BMTI1MTAxNDk0Nl5BMl5BanBnXkFtZTcwMDg2ODEyMQ@@._V1_SX300.jpg
5382,tt0077523,Every Which Way But Loose,1978,"Action, Comedy",6.3,https://www.imdb.com/title/tt0077523/,https://m.media-amazon.com/images/M/MV5BNjFiNGZmNTktZTExZS00NzhlLWJjNTAtM2JlY2ZhNmI2N2YxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
5384,tt0051758,I Want to Live!,1958,"Biography, Crime, Drama",7.5,https://www.imdb.com/title/tt0051758/,https://m.media-amazon.com/images/M/MV5BMTY2MzMwNzgzNF5BMl5BanBnXkFtZTcwOTk2MTI0NA@@._V1_SX300.jpg
5385,tt0077838,The Last Waltz,1978,"Documentary, Music",8.2,https://www.imdb.com/title/tt0077838/,https://m.media-amazon.com/images/M/MV5BODk2N2RkMGEtMGJjZS00OTk0LTk5NjgtNTg4ZjdiNDI2ZjE1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
5387,tt0278435,Enough,2002,"Crime, Drama, Thriller",5.7,https://www.imdb.com/title/tt0278435/,https://m.media-amazon.com/images/M/MV5BZTViYzM3MWYtM2IzMC00NjMwLWE2ZDQtMTQ1YmE5NGE0MTU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5388,tt0278504,Insomnia,2002,"Drama, Mystery, Thriller",7.2,https://www.imdb.com/title/tt0278504/,https://m.media-amazon.com/images/M/MV5BYzlkZTEyYjUtMTY5NS00ZjU0LTk5OTYtM2M0ZDg1NmNjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5389,tt0166813,Spirit: Stallion of the Cimarron,2002,"Animation, Adventure, Drama, Family, Western",7.1,https://www.imdb.com/title/tt0166813/,https://m.media-amazon.com/images/M/MV5BMTgyOTUzNDA1N15BMl5BanBnXkFtZTYwNjgwMDM3._V1_SX300.jpg
5390,tt0254199,CQ,2001,"Drama, Comedy, Sci-Fi",6.3,https://www.imdb.com/title/tt0254199/,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMzcyNDE4MV5BMl5BanBnXkFtZTcwMDgwNTIzNA@@._V1_SX300.jpg
5391,tt0268690,Thirteen Conversations About One Thing,2001,Drama,7.1,https://www.imdb.com/title/tt0268690/,https://images-na.ssl-images-amazon.com/images/M/MV5BYThiMzQyYzUtNTQ4YS00ODNhLTk1N2EtOWFhZGM0NDFmMDE4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
5397,tt0044916,Monkey Business,1952,Comedy,7.0,https://www.imdb.com/title/tt0044916/,https://m.media-amazon.com/images/M/MV5BMTBjYTI2MmQtZDFjYS00ZDVjLWFmZDItNzIzMWRiYTk3YzQ3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
5398,tt0056406,Requiem for a Heavyweight,1962,"Drama, Sport",7.9,https://www.imdb.com/title/tt0056406/,https://images-na.ssl-images-amazon.com/images/M/MV5BYTVmOTM3MGItNmJiYy00MDQzLWFkN2QtNmY0NjlmZTgwZGM3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
5400,tt0164184,The Sum of All Fears,2002,"Action, Drama, Thriller, War",6.4,https://www.imdb.com/title/tt0164184/,https://m.media-amazon.com/images/M/MV5BZmFiZDkyYWQtMGNkZi00YmZkLThjNzAtY2U1YTVmYmNlNThmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5401,tt0279493,Undercover Brother,2002,"Action, Comedy",5.8,https://www.imdb.com/title/tt0279493/,https://m.media-amazon.com/images/M/MV5BMTBjODAzZDItZGY5My00YWMyLWE5NDItZGUyNTI2MWZkYTUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5404,tt0090570,84 Charing Cross Road,1987,"Biography, Drama, Romance",7.5,https://www.imdb.com/title/tt0090570/,https://m.media-amazon.com/images/M/MV5BZjQ2OGQ1ZTYtZjAxMi00YzU0LWI0NTctMTExNWEyNDdjMGY4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
5409,tt0105219,Rapid Fire,1992,"Action, Crime, Drama, Thriller",6.3,https://www.imdb.com/title/tt0105219/,https://m.media-amazon.com/images/M/MV5BYmQ4NTIxNzYtNDA2My00MzM3LTk0YjktZDMwYmI4N2Y0ZjkwL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
5410,tt0067756,Silent Running,1972,"Drama, Sci-Fi",6.7,https://www.imdb.com/title/tt0067756/,https://m.media-amazon.com/images/M/MV5BZmFhMWVkNDAtYTk0OS00M2Q4LWIwNjEtYTUxN2U0YmY1ZTYyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
5414,tt0280486,Bad Company,2002,"Action, Adventure, Comedy, Thriller",5.6,https://www.imdb.com/title/tt0280486/,https://m.media-amazon.com/images/M/MV5BMjE3MTA5MTcwNl5BMl5BanBnXkFtZTYwMDMwNzI3._V1_SX300.jpg
5415,tt0279778,Divine Secrets of the Ya-Ya Sisterhood,2002,Drama,6.0,https://www.imdb.com/title/tt0279778/,https://m.media-amazon.com/images/M/MV5BMTc1MDEyOTgxNV5BMl5BanBnXkFtZTYwMjg3ODM3._V1_SX300.jpg
5416,tt0298798,Cherish,2002,"Comedy, Drama, Thriller",6.7,https://www.imdb.com/title/tt0298798/,https://m.media-amazon.com/images/M/MV5BMTU1MTI4MDI2OF5BMl5BanBnXkFtZTYwMDEyMjY3._V1_SX300.jpg
5417,tt0285441,Atanarjuat: The Fast Runner,2001,Drama,7.5,https://www.imdb.com/title/tt0285441/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNDc3NTkzOV5BMl5BanBnXkFtZTcwNTkyMzYxMQ@@._V1_SX300.jpg
5418,tt0258463,The Bourne Identity,2002,"Action, Mystery, Thriller",7.9,https://www.imdb.com/title/tt0258463/,https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
5419,tt0267913,Scooby-Doo,2002,"Adventure, Comedy, Family, Fantasy, Mystery",5.0,https://www.imdb.com/title/tt0267913/,https://m.media-amazon.com/images/M/MV5BMTg4MzMzMTY0OF5BMl5BanBnXkFtZTYwNzM3MTg2._V1_SX300.jpg
5420,tt0245562,Windtalkers,2002,"Action, Drama, War",6.0,https://www.imdb.com/title/tt0245562/,https://m.media-amazon.com/images/M/MV5BYWU3NmIzMmQtZjE2Mi00NDlkLWI2NDMtZWZmYjUxZWRiZDZiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5421,tt0238924,The Dangerous Lives of Altar Boys,2002,"Comedy, Drama",7.1,https://www.imdb.com/title/tt0238924/,https://m.media-amazon.com/images/M/MV5BOTFiNzczYWUtNTVjNS00OTZlLTk1ZTktOTg0YmY4OWM0YjZlXkEyXkFqcGdeQXVyMjY4OTU1NTE@._V1_SX300.jpg
5422,tt0282768,The Emperor's New Clothes,2001,"Comedy, Drama, Romance",7.0,https://www.imdb.com/title/tt0282768/,https://m.media-amazon.com/images/M/MV5BMTI3MTQ1OTQyM15BMl5BanBnXkFtZTcwMzgxOTAyMQ@@._V1_SX300.jpg
5423,tt0210065,Gangster No. 1,2000,"Crime, Drama, Thriller",6.8,https://www.imdb.com/title/tt0210065/,https://m.media-amazon.com/images/M/MV5BOTQxMDZkNDctZGE2Yy00NDRlLTg4ZjAtMjJiY2RkOWUyYzMzXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg
5424,tt0242508,Harvard Man,2001,"Comedy, Crime, Drama",4.9,https://www.imdb.com/title/tt0242508/,https://m.media-amazon.com/images/M/MV5BMTY4MjM0MzI0Ml5BMl5BanBnXkFtZTcwNjc4MzYxMQ@@._V1_SX300.jpg
5425,tt0244479,Dark Blue World,2001,"War, Drama, Action",7.3,https://www.imdb.com/title/tt0244479/,https://images-na.ssl-images-amazon.com/images/M/MV5BODk0YjZlYjgtNTM2Mi00YzM0LTkzMTItOGI5YjYzZTg2Zjk3L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg
5427,tt0082146,Caveman,1981,"Comedy, Romance",5.8,https://www.imdb.com/title/tt0082146/,https://m.media-amazon.com/images/M/MV5BMTQ3ODcxYzQtMjM0Mi00ZWU4LThlYTMtMzI0YTFlZmIxZjcwXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg
5428,tt0087042,Cheech & Chong's The Corsican Brothers,1984,Comedy,4.7,https://www.imdb.com/title/tt0087042/,https://m.media-amazon.com/images/M/MV5BMDYzMzY2ZjctMmYxMS00ODQxLWE4MzEtODBmZjQzMDE3NmQ3XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg
5433,tt0090021,Silver Bullet,1985,Horror,6.4,https://www.imdb.com/title/tt0090021/,https://m.media-amazon.com/images/M/MV5BYjYyZTM5MjEtNzhhYS00MTZlLTk5NzYtMTk4OTJhY2EzN2VkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5434,tt0040823,"Sorry, Wrong Number",1948,"Drama, Film-Noir, Mystery",7.5,https://www.imdb.com/title/tt0040823/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4ODIwNjc0NV5BMl5BanBnXkFtZTgwMDgyNDc0MzE@._V1_SX300.jpg
5435,tt0061770,Hombre,1967,Western,7.4,https://www.imdb.com/title/tt0061770/,https://m.media-amazon.com/images/M/MV5BZTk1YjVlNzAtNTA2NC00YTM1LThjMzAtZDhhZWQ5NDM1NTVlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
5437,tt0091472,The Manhattan Project,1986,"Sci-Fi, Thriller",6.1,https://www.imdb.com/title/tt0091472/,https://m.media-amazon.com/images/M/MV5BMTQzM2MxZWQtZGQ2Ny00MzQ1LTlhMDgtNzkyMzllZDViMDY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5438,tt0100135,Men at Work,1990,"Action, Comedy, Crime",5.9,https://www.imdb.com/title/tt0100135/,https://m.media-amazon.com/images/M/MV5BYmM3ZTk0NWQtMTM2ZS00Y2NlLWExNWQtYzQ0OTliYzljYTAzXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg
5440,tt0041866,She Wore a Yellow Ribbon,1949,Western,7.4,https://www.imdb.com/title/tt0041866/,https://m.media-amazon.com/images/M/MV5BZjIxZGRiYmYtMDgzYi00NTFhLTlmMjgtMjFmNzgzYzk4MjA1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
5442,tt0103184,V.I. Warshawski,1991,"Action, Comedy, Crime",4.8,https://www.imdb.com/title/tt0103184/,https://ia.media-imdb.com/images/M/MV5BNTMxMDUzNDY5MF5BMl5BanBnXkFtZTgwNzg2MzUzMzE@._V1_SX300.jpg
5443,tt0247444,Juwanna Mann,2002,"Comedy, Drama, Romance",4.5,https://www.imdb.com/title/tt0247444/,https://m.media-amazon.com/images/M/MV5BMTYzNjE0NDQ0N15BMl5BanBnXkFtZTYwNjU1MDY3._V1_SX300.jpg
5444,tt0275847,Lilo & Stitch,2002,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",7.2,https://www.imdb.com/title/tt0275847/,https://m.media-amazon.com/images/M/MV5BMTkwOTU5MTA2M15BMl5BanBnXkFtZTYwMjYyNTc3._V1_SX300.jpg
5445,tt0181689,Minority Report,2002,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",7.7,https://www.imdb.com/title/tt0181689/,https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5446,tt0252444,Rabbit-Proof Fence,2002,"Adventure, Biography, Drama, History",7.5,https://www.imdb.com/title/tt0252444/,https://m.media-amazon.com/images/M/MV5BZGZkY2QzOGItZDFiYy00MWI1LWFmMTctNzNjZDMzMDk5M2Y2XkEyXkFqcGdeQXVyNjU1MTEwMjI@._V1_SX300.jpg
5447,tt0286179,Sunshine State,2002,"Drama, Romance",6.9,https://www.imdb.com/title/tt0286179/,https://images-na.ssl-images-amazon.com/images/M/MV5BYzEwYTQ3OTMtODgzMS00N2EyLWE0ZGMtMThlNWMxOTYyNThhXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
5448,tt0314166,Hey Arnold! The Movie,2002,"Animation, Adventure, Comedy, Family",5.9,https://www.imdb.com/title/tt0314166/,https://m.media-amazon.com/images/M/MV5BYjhlMTU0YWQtMjlkMi00MzI0LWJkYmMtNzVlMjMyYjY4ODJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5449,tt0280590,Mr. Deeds,2002,"Comedy, Romance",5.8,https://www.imdb.com/title/tt0280590/,https://m.media-amazon.com/images/M/MV5BMTU3NTE3M2QtNWQ0MS00ZmRkLWIwNTMtOTA0ZGM5N2UwMWNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
